@relation pacman-weka.filters.unsupervised.attribute.Remove-R35

@attribute columna_pacman numeric
@attribute fila_pacman numeric
@attribute num_fantasmas numeric
@attribute num_fantasmas_vivos numeric
@attribute columna_fantasma_1 numeric
@attribute fila_fantasma_1 numeric
@attribute columna_fantasma_2 numeric
@attribute fila_fantasma_2 numeric
@attribute columna_fantasma_3 numeric
@attribute fila_fantasma_3 numeric
@attribute columna_fantasma_4 numeric
@attribute fila_fantasma_4 numeric
@attribute dist_1 numeric
@attribute dist_2 numeric
@attribute dist_3 numeric
@attribute dist_4 numeric
@attribute columna_fantasma_mas_cercano numeric
@attribute fila_fantasma_mas_cercano numeric
@attribute dist_columna_fantasma_cercano numeric
@attribute dist_fila_fantasma_cercano numeric
@attribute dist_fantasma_cercano numeric
@attribute num_comida numeric
@attribute dist_comida numeric
@attribute isWallNorth {False,True}
@attribute isWallSouth {False,True}
@attribute isWallEast {False,True}
@attribute isWallWest {False,True}
@attribute distNorth numeric
@attribute distSouth numeric
@attribute distEast numeric
@attribute distWest numeric
@attribute score numeric
@attribute dir_anterior_pacman {Stop,East,West,North,South}
@attribute dir_pacman {Stop,East,West,North,South}

@data
10,7,4,2,1,8,2,6,5,1,7,1,10,9,-1,-1,2,6,8,1,9,290,1,False,False,False,False,11,5,19,2,5050,West,West
10,8,4,2,1,8,2,6,5,1,7,1,9,10,-1,-1,1,8,9,0,9,289,1,False,False,False,True,10,6,2,1,5149,West,North
10,9,4,2,1,8,2,6,5,1,7,1,10,11,-1,-1,1,8,9,1,10,288,1,False,False,False,False,9,7,10,10,5248,North,North
9,9,4,2,1,8,2,6,5,1,7,1,9,10,-1,-1,1,8,8,1,9,287,1,True,True,False,False,1,1,11,9,5347,North,West
8,9,4,2,1,8,2,6,5,1,7,1,8,9,-1,-1,1,8,7,1,8,286,1,False,False,False,False,9,2,12,8,5446,West,West
7,9,4,2,1,8,2,6,5,1,7,1,7,8,-1,-1,1,8,6,1,7,285,1,False,False,False,False,4,7,13,7,5545,West,West
6,9,4,2,1,8,2,6,5,1,7,1,6,7,-1,-1,1,8,5,1,6,284,1,True,True,False,False,1,1,14,6,5644,West,West
5,9,4,2,1,8,2,6,5,1,7,1,5,6,-1,-1,1,8,4,1,5,283,1,False,False,False,False,4,7,15,5,5743,West,West
4,9,4,2,1,8,2,6,5,1,7,1,4,5,-1,-1,1,8,3,1,4,282,1,False,False,False,False,4,7,16,4,5842,West,West
3,9,4,2,1,8,2,6,5,1,7,1,3,4,-1,-1,1,8,2,1,3,281,1,True,True,False,False,1,1,17,3,5941,West,West
2,9,4,2,1,8,2,6,5,1,7,1,2,3,-1,-1,1,8,1,1,2,280,1,False,False,False,False,9,7,18,2,6040,West,West
1,9,4,2,1,8,2,6,5,1,7,1,1,4,-1,-1,1,8,0,1,1,279,1,False,False,False,True,9,7,19,1,6139,West,West
1,8,4,1,1,1,2,6,5,1,7,1,-1,3,-1,-1,2,6,1,2,3,279,1,False,False,False,True,10,6,2,1,6338,West,South
2,8,4,1,1,1,2,6,5,1,7,1,-1,2,-1,-1,2,6,0,2,2,278,1,False,False,True,False,10,6,1,2,6437,South,East
13,10,4,4,5,6,6,12,12,6,13,12,12,9,5,3,13,12,0,2,2,1,6,False,False,False,False,5,8,6,8,-1,Stop,East
13,11,4,4,5,5,7,12,12,7,14,12,14,7,5,1,14,12,1,1,2,1,7,False,False,False,False,4,9,6,13,-2,East,North
14,11,4,3,5,5,8,12,12,6,7,1,15,7,7,-1,8,12,6,1,7,1,6,False,False,False,False,4,9,5,14,197,North,East
13,11,4,3,5,4,9,12,12,7,7,1,15,5,5,-1,9,12,4,1,5,1,7,False,False,False,False,4,9,6,13,196,East,West
12,11,4,3,6,4,10,12,12,6,7,1,13,3,5,-1,10,12,2,1,3,1,8,False,False,False,False,4,9,7,12,195,West,West
11,11,4,3,7,4,10,12,12,5,7,1,11,2,7,-1,10,12,1,1,2,1,9,False,False,False,False,4,9,8,11,194,West,West
10,11,4,3,7,5,10,12,13,5,7,1,9,1,9,-1,10,12,0,1,1,1,10,False,False,False,False,4,9,9,10,193,West,West
10,12,4,2,7,6,3,1,13,4,7,1,9,-1,11,-1,7,6,3,6,9,1,11,False,False,False,False,3,10,9,10,392,West,North
9,12,4,2,7,6,3,1,13,3,7,1,8,-1,13,-1,7,6,2,6,8,1,12,False,False,False,False,3,10,10,9,391,North,West
8,12,4,2,6,6,3,1,14,3,7,1,8,-1,15,-1,6,6,2,6,8,1,13,False,False,False,False,3,10,11,8,390,West,West
7,12,4,2,7,6,3,1,14,4,7,1,6,-1,15,-1,7,6,0,6,6,1,14,False,False,False,False,3,10,12,7,389,West,West
7,11,4,2,6,6,3,1,14,4,7,1,6,-1,14,-1,6,6,1,5,6,1,13,False,False,False,False,4,9,12,7,388,West,South
6,11,4,2,7,6,3,1,13,4,7,1,6,-1,14,-1,7,6,1,5,6,1,14,False,False,False,False,4,9,13,6,387,South,West
7,11,4,2,8,6,3,1,13,5,7,1,6,-1,12,-1,8,6,1,5,6,1,13,False,False,False,False,4,9,12,7,386,West,East
8,11,4,2,7,6,3,1,13,5,7,1,6,-1,11,-1,7,6,1,5,6,1,12,False,False,False,False,4,9,11,8,385,East,East
7,11,4,2,7,6,3,1,14,5,7,1,5,-1,13,-1,7,6,0,5,5,1,13,False,False,False,False,4,9,12,7,384,East,West
7,10,4,2,7,5,3,1,15,5,7,1,5,-1,13,-1,7,5,0,5,5,1,12,False,False,False,False,5,8,12,2,383,West,South
7,9,4,2,6,5,3,1,15,6,7,1,5,-1,11,-1,6,5,1,4,5,1,11,False,False,False,False,6,7,12,7,382,South,South
6,9,4,2,7,5,3,1,16,6,7,1,5,-1,13,-1,7,5,1,4,5,1,12,False,False,False,False,6,7,13,6,381,South,West
7,9,4,2,8,5,3,1,16,5,7,1,5,-1,13,-1,8,5,1,4,5,1,11,False,False,False,False,6,7,12,7,380,West,East
8,9,4,2,8,6,3,1,15,5,7,1,3,-1,11,-1,8,6,0,3,3,1,10,False,False,False,False,6,7,11,8,379,East,East
8,8,4,2,8,5,3,1,15,6,7,1,3,-1,9,-1,8,5,0,3,3,1,11,False,False,False,False,7,6,11,8,378,East,South
8,7,4,2,8,6,3,1,15,6,7,1,1,-1,8,-1,8,6,0,1,1,1,12,False,False,False,False,8,5,11,8,377,South,South
8,6,4,1,1,1,3,1,15,7,7,1,-1,-1,8,-1,15,7,7,1,8,1,13,False,False,False,False,9,4,11,8,576,South,South
9,6,4,1,1,1,3,1,16,7,7,1,-1,-1,8,-1,16,7,7,1,8,1,12,False,False,False,False,9,4,10,9,575,South,East
10,6,4,1,1,1,3,1,16,8,7,1,-1,-1,8,-1,16,8,6,2,8,1,11,False,False,False,False,9,4,9,10,574,East,East
11,6,4,1,1,1,3,1,16,8,7,1,-1,-1,7,-1,16,8,5,2,7,1,10,False,False,False,False,9,4,8,11,573,East,East
12,6,4,1,1,1,3,1,15,8,7,1,-1,-1,5,-1,15,8,3,2,5,1,9,False,False,False,False,9,4,7,12,572,East,East
13,6,4,1,1,1,3,1,15,9,7,1,-1,-1,5,-1,15,9,2,3,5,1,8,False,False,False,False,9,4,6,13,571,East,East
14,6,4,1,1,1,3,1,15,9,7,1,-1,-1,4,-1,15,9,1,3,4,1,7,False,False,False,False,9,4,5,14,570,East,East
15,6,4,1,1,1,3,1,15,10,7,1,-1,-1,4,-1,15,10,0,4,4,1,6,False,False,False,False,9,4,4,15,569,East,East
15,7,4,1,1,1,3,1,14,10,7,1,-1,-1,4,-1,14,10,1,3,4,1,5,False,False,False,False,8,5,4,15,568,East,North
14,7,4,1,1,1,3,1,14,9,7,1,-1,-1,2,-1,14,9,0,2,2,1,6,False,False,False,False,8,5,5,14,567,North,West
14,8,4,1,1,1,3,1,14,10,7,1,-1,-1,2,-1,14,10,0,2,2,1,5,False,False,False,False,7,6,5,14,566,West,North
2,6,4,4,7,4,8,6,10,3,16,6,7,6,11,15,8,6,6,0,6,0,-1,True,True,False,False,1,1,17,2,-1,Stop,East
3,6,4,4,8,4,9,6,10,4,17,6,7,6,9,15,9,6,6,0,6,0,-1,True,True,False,False,1,1,16,3,-2,East,East
4,6,4,4,8,3,10,6,10,3,18,6,7,6,9,15,10,6,6,0,6,0,-1,True,True,False,False,1,1,15,4,-3,East,East
5,6,4,4,7,3,11,6,11,3,18,5,5,6,9,13,7,3,2,3,5,0,-1,True,True,False,False,1,1,14,5,-4,East,East
6,6,4,4,7,3,11,6,11,4,18,6,4,5,7,12,7,3,1,3,4,0,-1,True,True,False,False,1,1,13,6,-5,East,East
7,6,4,4,8,3,12,6,10,4,18,6,4,5,5,11,8,3,1,3,4,0,-1,True,False,False,False,1,4,12,7,-6,East,East
7,5,4,4,8,4,12,6,11,4,18,6,2,6,5,11,8,4,1,1,2,0,-1,False,False,True,True,2,3,1,1,-7,East,South
7,4,4,4,8,3,11,6,11,3,18,5,2,6,5,12,8,3,1,1,2,0,-1,False,False,False,False,3,2,12,7,-8,South,South
8,4,4,4,9,3,10,6,11,4,18,5,2,4,3,10,9,3,1,1,2,0,-1,True,False,False,False,1,2,11,8,-9,South,East
9,4,4,4,9,3,9,6,10,4,18,4,1,2,1,9,9,3,0,1,1,0,-1,True,False,False,False,1,2,10,9,-10,East,East
10,4,4,3,9,3,8,6,5,1,18,4,2,4,-1,9,9,3,1,1,2,0,-1,True,False,False,False,1,2,9,10,189,East,East
9,4,4,2,1,1,8,6,5,1,18,3,-1,3,-1,9,8,6,1,2,3,0,-1,True,False,False,False,1,2,10,9,388,East,West
8,4,4,2,1,1,8,6,5,1,17,3,-1,2,-1,9,8,6,0,2,2,0,-1,True,False,False,False,1,2,11,8,387,West,West
7,4,4,2,1,1,9,6,5,1,17,4,-1,4,-1,11,9,6,2,2,4,0,-1,False,False,False,False,3,2,12,7,386,West,West
7,5,4,2,1,1,8,6,5,1,17,3,-1,2,-1,11,8,6,1,1,2,0,-1,False,False,True,True,2,3,1,1,385,West,North
7,6,4,1,1,1,3,1,5,1,16,3,-1,-1,-1,12,16,3,9,3,12,0,-1,True,False,False,False,1,4,12,7,584,North,North
8,6,4,1,1,1,3,1,5,1,16,3,-1,-1,-1,12,16,3,8,3,11,0,-1,True,True,False,False,1,1,11,8,583,North,East
9,6,4,1,1,1,3,1,5,1,17,3,-1,-1,-1,10,17,3,8,3,11,0,-1,True,True,False,False,1,1,10,9,582,East,East
10,6,4,1,1,1,3,1,5,1,16,3,-1,-1,-1,8,16,3,6,3,9,0,-1,True,True,False,False,1,1,9,10,581,East,East
11,6,4,1,1,1,3,1,5,1,16,4,-1,-1,-1,6,16,4,5,2,7,0,-1,True,True,False,False,1,1,8,11,580,East,East
12,6,4,1,1,1,3,1,5,1,16,5,-1,-1,-1,4,16,5,4,1,5,0,-1,True,True,False,False,1,1,7,12,579,East,East
13,6,4,1,1,1,3,1,5,1,16,6,-1,-1,-1,2,16,6,3,0,3,0,-1,True,True,False,False,1,1,6,13,578,East,East
14,6,4,1,1,1,3,1,5,1,15,6,-1,-1,-1,2,15,6,1,0,1,0,-1,True,False,False,False,1,4,5,14,577,East,East
1,17,4,4,5,10,11,4,16,6,25,13,11,23,26,27,5,10,4,7,11,0,-1,False,False,True,True,2,15,1,1,-1,Stop,South
1,16,4,4,5,9,11,3,17,6,25,14,11,23,26,25,5,9,4,7,11,0,-1,False,False,False,True,3,14,17,1,-2,South,South
1,15,4,4,6,9,10,3,16,6,24,14,11,21,24,23,6,9,5,6,11,0,-1,False,False,False,True,4,13,17,1,-3,South,South
1,14,4,4,5,9,10,4,16,6,23,14,9,19,23,23,5,9,4,5,9,0,-1,False,False,False,True,5,12,10,1,-4,South,South
1,13,4,4,6,9,9,4,15,6,23,13,9,17,21,22,6,9,5,4,9,0,-1,False,False,True,True,6,11,1,1,-5,South,South
1,12,4,4,6,9,9,3,14,6,23,13,8,17,19,23,6,9,5,3,8,0,-1,False,False,False,True,7,10,20,1,-6,South,South
1,11,4,4,6,9,8,3,14,6,23,13,7,15,18,25,6,9,5,2,7,0,-1,False,False,True,True,8,9,1,1,-7,South,South
1,10,4,4,6,8,9,3,13,6,23,14,7,15,16,27,6,8,5,2,7,0,-1,False,False,True,True,9,8,1,1,-8,South,South
1,9,4,4,6,9,8,3,13,7,23,15,5,13,14,29,6,9,5,0,5,0,-1,False,False,True,True,10,7,1,1,-9,South,South
1,8,4,4,6,8,9,3,13,7,23,16,5,13,13,29,6,8,5,0,5,0,-1,False,False,True,True,11,6,1,1,-10,South,South
1,7,4,4,5,8,8,3,13,7,22,16,5,11,12,31,5,8,4,1,5,0,-1,False,False,True,True,12,5,1,1,-11,South,South
1,6,4,4,5,8,7,3,14,7,23,16,6,9,14,31,5,8,4,2,6,0,-1,False,False,False,True,13,4,11,1,-12,South,South
2,6,4,4,4,8,8,3,14,7,23,15,4,9,13,30,4,8,2,2,4,0,-1,True,False,False,False,1,4,10,2,-13,South,East
3,6,4,4,4,9,9,3,14,8,23,15,4,9,13,28,4,9,1,3,4,0,-1,False,False,False,False,5,4,9,3,-14,East,East
4,6,4,4,4,9,9,4,14,9,22,15,3,7,13,26,4,9,0,3,3,0,-1,False,False,False,False,5,4,8,4,-15,East,East
4,7,4,4,4,10,8,4,13,9,22,14,3,7,11,25,4,10,0,3,3,0,-1,False,False,False,False,4,5,3,2,-16,East,North
4,8,4,4,4,9,9,4,13,10,22,14,1,9,11,25,4,9,0,1,1,0,-1,False,False,False,False,3,6,3,2,-17,North,North
4,9,4,3,1,1,9,5,14,10,22,15,-1,9,11,23,9,5,5,4,9,0,-1,False,False,False,False,2,7,3,2,182,North,North
5,9,4,3,1,1,9,4,14,9,21,15,-1,9,9,22,9,4,4,5,9,0,-1,False,False,False,False,2,7,2,3,181,North,East
6,9,4,3,1,1,9,3,14,9,21,15,-1,9,8,22,14,9,8,0,8,0,-1,False,False,True,False,2,4,1,4,180,East,East
6,8,4,3,1,1,9,3,14,9,21,16,-1,8,9,22,9,3,3,5,8,0,-1,False,False,True,False,3,3,1,4,179,East,South
6,7,4,3,1,1,10,3,13,9,21,15,-1,8,9,24,10,3,4,4,8,0,-1,False,False,True,False,4,2,1,4,178,South,South
6,6,4,3,1,1,10,3,13,9,22,15,-1,7,10,25,10,3,4,3,7,0,-1,False,True,False,False,5,1,6,6,177,South,South
7,6,4,3,1,1,10,3,13,9,22,15,-1,6,9,24,10,3,3,3,6,0,-1,True,True,False,False,1,1,5,7,176,South,East
8,6,4,3,1,1,10,3,13,8,22,15,-1,5,7,23,10,3,2,3,5,0,-1,False,False,False,False,11,4,4,8,175,East,East
9,6,4,3,1,1,9,3,13,7,22,15,-1,3,5,21,9,3,0,3,3,0,-1,False,False,False,False,11,4,3,9,174,East,East
9,5,4,3,1,1,9,4,13,7,22,14,-1,1,6,21,9,4,0,1,1,0,-1,False,False,False,False,12,3,3,2,173,East,South
9,4,4,2,1,1,3,1,14,7,22,13,-1,-1,8,23,14,7,5,3,8,0,-1,False,False,False,False,13,2,3,2,372,South,South
10,4,4,2,1,1,3,1,14,8,22,14,-1,-1,8,21,14,8,4,4,8,0,-1,False,False,False,False,13,2,2,3,371,South,East
11,4,4,2,1,1,3,1,14,8,22,13,-1,-1,7,20,14,8,3,4,7,0,-1,False,False,True,False,9,2,1,4,370,East,East
11,5,4,2,1,1,3,1,14,9,22,13,-1,-1,7,20,14,9,3,4,7,0,-1,False,False,True,False,8,3,1,4,369,East,North
11,6,4,2,1,1,3,1,14,9,22,14,-1,-1,6,20,14,9,3,3,6,0,-1,False,False,True,False,7,4,1,11,368,North,North
11,7,4,2,1,1,3,1,14,9,23,14,-1,-1,5,20,14,9,3,2,5,0,-1,False,False,True,False,6,5,1,4,367,North,North
11,8,4,2,1,1,3,1,13,9,24,14,-1,-1,3,18,13,9,2,1,3,0,-1,False,False,True,False,5,6,1,4,366,North,North
11,9,4,2,1,1,3,1,13,8,23,14,-1,-1,3,18,13,8,2,1,3,0,-1,False,False,True,False,4,7,1,4,365,North,North
11,10,4,2,1,1,3,1,13,7,23,15,-1,-1,5,16,13,7,2,3,5,0,-1,False,False,True,False,3,8,1,4,364,North,North
11,11,4,2,1,1,3,1,13,6,22,15,-1,-1,7,15,13,6,2,5,7,0,-1,False,False,True,False,2,9,1,4,363,North,North
11,12,4,2,1,1,3,1,13,7,22,15,-1,-1,7,14,13,7,2,5,7,0,-1,True,False,False,False,1,10,10,11,362,North,North
12,12,4,2,1,1,3,1,13,7,22,15,-1,-1,6,12,13,7,1,5,6,0,-1,True,True,False,False,1,1,9,12,361,North,East
13,12,4,2,1,1,3,1,13,8,22,14,-1,-1,4,11,13,8,0,4,4,0,-1,True,False,False,False,1,10,8,13,360,East,East
13,11,4,2,1,1,3,1,13,8,22,14,-1,-1,3,13,13,8,0,3,3,0,-1,False,False,False,True,2,9,8,1,359,East,South
13,10,4,2,1,1,3,1,13,9,23,14,-1,-1,1,15,13,9,0,1,1,0,-1,False,False,False,True,3,8,13,1,358,South,South
13,9,4,1,1,1,3,1,5,1,23,15,-1,-1,-1,17,23,15,10,6,16,0,-1,False,False,False,True,4,7,2,1,557,South,South
14,9,4,1,1,1,3,1,5,1,24,15,-1,-1,-1,15,24,15,10,6,16,0,-1,False,False,True,False,10,7,1,2,556,South,East
14,10,4,1,1,1,3,1,5,1,24,14,-1,-1,-1,15,24,14,10,4,14,0,-1,False,False,False,False,9,8,12,2,555,East,North
15,10,4,1,1,1,3,1,5,1,24,15,-1,-1,-1,14,24,15,9,5,14,0,-1,False,True,False,False,3,1,11,3,554,North,East
16,10,4,1,1,1,3,1,5,1,24,15,-1,-1,-1,12,24,15,8,5,13,0,-1,False,True,False,False,3,1,10,4,553,East,East
17,10,4,1,1,1,3,1,5,1,23,15,-1,-1,-1,10,23,15,6,5,11,0,-1,False,True,False,False,9,1,9,5,552,East,East
18,10,4,1,1,1,3,1,5,1,23,14,-1,-1,-1,10,23,14,5,4,9,0,-1,False,True,False,False,5,1,8,6,551,East,East
19,10,4,1,1,1,3,1,5,1,24,14,-1,-1,-1,10,24,14,5,4,9,0,-1,False,True,False,False,5,1,7,7,550,East,East
20,10,4,1,1,1,3,1,5,1,25,14,-1,-1,-1,10,25,14,5,4,9,0,-1,False,True,False,False,9,1,6,8,549,East,East
20,11,4,1,1,1,3,1,5,1,25,15,-1,-1,-1,9,25,15,5,4,9,0,-1,False,False,True,False,8,2,1,8,548,East,North
20,12,4,1,1,1,3,1,5,1,25,15,-1,-1,-1,9,25,15,5,3,8,0,-1,False,False,True,False,7,3,1,20,547,North,North
20,13,4,1,1,1,3,1,5,1,25,16,-1,-1,-1,9,25,16,5,3,8,0,-1,False,False,True,False,6,4,1,4,546,North,North
20,14,4,1,1,1,3,1,5,1,25,17,-1,-1,-1,7,25,17,5,3,8,0,-1,False,False,True,False,5,5,1,9,545,North,North
20,15,4,1,1,1,3,1,5,1,25,16,-1,-1,-1,7,25,16,5,1,6,0,-1,False,False,False,True,4,6,6,1,544,North,North
21,15,4,1,1,1,3,1,5,1,25,17,-1,-1,-1,5,25,17,4,2,6,0,-1,False,True,False,False,4,1,5,2,543,North,East
22,15,4,1,1,1,3,1,5,1,25,16,-1,-1,-1,5,25,16,3,1,4,0,-1,False,False,False,False,2,3,4,3,542,East,East
23,15,4,1,1,1,3,1,5,1,25,17,-1,-1,-1,5,25,17,2,2,4,0,-1,False,False,False,False,2,3,3,4,541,East,East
24,15,4,1,1,1,3,1,5,1,25,18,-1,-1,-1,3,25,18,1,3,4,0,-1,False,False,False,False,2,2,2,5,540,East,East
25,15,4,1,1,1,3,1,5,1,24,18,-1,-1,-1,5,24,18,1,3,4,0,-1,False,False,True,False,4,3,1,6,539,East,East
25,16,4,1,1,1,3,1,5,1,23,18,-1,-1,-1,3,23,18,2,2,4,0,-1,False,False,True,False,3,4,1,6,538,East,North
8,3,4,4,9,9,10,9,10,10,11,9,7,8,9,8,9,9,1,6,7,113,1,True,True,False,False,1,1,6,3,99,Stop,West
7,3,4,4,10,9,9,9,10,11,10,9,9,8,11,10,9,9,2,6,8,112,1,True,True,False,False,1,1,7,2,198,West,West
6,3,4,4,9,9,9,9,10,12,10,10,9,9,13,11,9,9,3,6,9,111,1,False,True,False,True,11,1,8,1,297,West,West
6,4,4,4,10,9,10,9,10,12,10,10,9,9,12,9,10,9,4,5,9,110,1,False,False,True,True,10,2,1,1,396,West,North
6,5,4,4,10,9,10,9,10,12,9,10,8,8,11,9,10,9,4,4,8,109,1,False,False,False,False,9,3,8,4,495,North,North
6,6,4,4,9,9,11,9,10,13,9,11,6,8,11,9,9,9,3,3,6,108,1,False,False,True,False,8,4,1,4,594,North,North
6,7,4,4,9,9,10,9,10,12,9,12,5,6,9,9,9,9,3,2,5,107,1,False,False,True,False,7,5,1,4,693,North,North
6,8,4,4,9,9,9,9,10,11,9,13,4,4,7,9,9,9,3,1,4,106,1,False,False,True,False,6,6,1,4,792,North,North
6,9,4,4,8,9,9,9,9,11,10,13,2,3,5,8,8,9,2,0,2,105,1,False,False,False,False,5,7,6,6,891,North,North
7,9,4,3,1,1,9,10,9,12,10,13,-1,3,5,8,9,10,2,1,3,105,2,True,True,False,False,1,1,5,7,1090,North,East
8,9,4,3,1,1,9,11,9,12,11,13,-1,3,4,8,9,11,1,2,3,105,3,True,True,False,False,1,1,4,8,1089,East,East
9,9,4,3,1,1,9,11,9,11,12,13,-1,2,2,7,9,11,0,2,2,105,2,False,True,False,False,5,1,3,9,1088,East,East
9,10,4,3,1,1,10,11,9,12,12,13,-1,2,2,5,10,11,1,1,2,105,1,False,False,False,True,4,2,2,1,1087,East,North
9,11,4,2,1,1,3,1,10,12,11,13,-1,-1,2,4,10,12,1,1,2,104,1,False,False,False,True,3,3,2,1,1386,North,North
10,11,4,2,1,1,3,1,10,13,11,13,-1,-1,2,2,10,13,0,2,2,103,1,False,False,True,False,3,3,1,2,1485,North,East
19,17,4,4,1,7,1,6,18,3,28,6,28,29,15,19,18,3,1,14,15,336,1,True,False,False,True,1,11,2,1,99,Stop,West
19,16,4,4,1,6,1,6,19,3,28,7,28,28,13,18,19,3,0,13,13,335,1,False,False,False,False,2,10,3,4,198,West,South
19,15,4,4,1,5,2,6,18,3,28,7,28,26,13,16,18,3,1,12,13,334,1,False,False,False,True,3,9,6,1,297,South,South
19,14,4,4,1,5,2,7,18,3,27,7,27,24,12,16,18,3,1,11,12,333,1,False,False,False,True,4,8,2,1,396,South,South
19,13,4,4,1,6,1,7,17,3,27,6,25,24,12,15,17,3,2,10,12,332,1,False,False,False,False,5,7,3,8,495,South,South
18,13,4,4,1,5,2,7,18,3,27,6,25,22,10,15,18,3,0,10,10,331,1,True,True,False,False,1,1,4,7,594,South,West
17,13,4,4,2,5,1,7,17,3,26,6,23,22,10,17,17,3,0,10,10,330,1,False,False,False,False,5,11,5,6,693,West,West
17,12,4,4,2,5,1,6,17,4,27,6,22,22,8,16,17,4,0,8,8,329,1,False,False,True,False,6,10,1,2,792,West,South
17,11,4,4,2,5,1,5,17,5,27,6,21,22,6,16,17,5,0,6,6,328,1,False,False,False,False,7,9,12,6,891,South,South
17,10,4,4,2,6,2,5,16,5,28,6,19,20,6,16,16,5,1,5,6,327,1,False,False,True,False,8,8,1,2,990,South,South
16,10,4,4,2,6,1,5,16,4,28,5,18,20,6,16,16,4,0,6,6,326,1,False,False,False,True,8,8,2,1,1089,South,West
16,9,4,4,2,7,1,5,16,3,28,6,16,19,6,15,16,3,0,6,6,325,1,False,False,False,False,9,7,4,16,1188,West,South
16,8,4,4,2,7,2,5,17,3,28,6,15,17,6,13,17,3,1,5,6,324,1,False,False,False,True,10,6,2,1,1287,South,South
17,8,4,4,1,7,2,6,18,3,27,6,17,17,6,13,18,3,1,5,6,323,1,False,False,True,False,10,6,1,2,1386,South,East
17,7,4,4,2,7,1,6,18,3,28,6,15,17,5,11,18,3,1,4,5,322,1,False,False,False,False,11,5,12,9,1485,East,South
17,6,4,4,2,6,1,6,19,3,27,6,15,16,5,10,19,3,2,3,5,321,1,False,False,False,False,12,4,2,14,1584,South,South
17,5,4,4,1,6,1,6,18,3,27,6,17,17,3,11,18,3,1,2,3,320,1,False,False,True,False,13,3,1,2,1683,South,South
17,4,4,4,2,6,1,6,17,3,27,6,17,18,1,13,17,3,0,1,1,319,1,False,False,False,False,14,2,2,17,1782,South,South
17,3,4,3,2,6,1,6,5,1,28,6,18,19,-1,13,28,6,11,3,14,318,1,False,True,False,False,15,1,12,17,2081,South,South
18,3,4,3,1,6,1,7,5,1,28,5,20,21,-1,12,28,5,10,2,12,317,1,False,True,False,False,2,1,11,18,2180,South,East
19,3,4,3,1,7,1,6,5,1,28,5,22,21,-1,10,28,5,9,2,11,316,1,True,True,False,False,1,1,10,19,2279,East,East
20,3,4,3,2,7,1,6,5,1,28,4,22,22,-1,10,28,4,8,1,9,315,1,False,True,False,False,6,1,9,20,2378,East,East
21,3,4,3,2,8,2,6,5,1,28,5,24,22,-1,8,28,5,7,2,9,314,1,False,True,False,False,2,1,8,21,2477,East,East
22,3,4,3,2,9,2,6,5,1,28,4,26,23,-1,7,28,4,6,1,7,313,1,False,True,False,False,10,1,7,22,2576,East,East
23,3,4,3,2,10,2,6,5,1,28,4,28,24,-1,6,28,4,5,1,6,312,1,False,True,False,False,15,1,6,23,2675,East,East
24,3,4,3,2,9,2,6,5,1,28,4,28,25,-1,6,28,4,4,1,5,311,1,False,True,False,False,2,1,5,24,2774,East,East
25,3,4,3,3,9,2,7,5,1,28,5,28,27,-1,5,28,5,3,2,5,310,1,False,True,False,False,12,1,4,25,2873,East,East
26,3,4,3,4,9,2,6,5,1,28,5,28,27,-1,5,28,5,2,2,4,309,1,False,True,False,False,13,1,3,26,2972,East,East
27,3,4,3,5,9,1,6,5,1,28,6,28,29,-1,4,28,6,1,3,4,308,1,False,True,False,False,2,1,2,27,3071,East,East
28,3,4,3,4,9,1,7,5,1,28,6,30,31,-1,3,28,6,0,3,3,307,1,False,True,True,False,13,1,1,28,3170,East,East
28,4,4,3,4,8,1,8,5,1,28,6,28,31,-1,3,28,6,0,2,2,306,1,False,False,True,False,12,2,1,9,3269,East,North
28,5,4,3,5,8,1,9,5,1,27,6,26,31,-1,1,27,6,1,1,2,305,2,False,False,True,True,11,3,1,1,3368,North,North
28,6,4,2,5,9,2,9,5,1,7,1,26,29,-1,-1,5,9,23,3,26,305,1,False,False,True,False,10,4,1,9,3567,North,North
27,6,4,2,5,8,3,9,5,1,7,1,24,27,-1,-1,5,8,22,2,24,304,1,False,True,False,False,2,1,2,8,3666,North,West
26,6,4,2,4,8,2,9,5,1,7,1,24,27,-1,-1,4,8,22,2,24,303,1,False,False,False,False,10,4,3,7,3765,West,West
25,6,4,2,5,8,3,9,5,1,7,1,22,25,-1,-1,5,8,20,2,22,302,1,False,False,False,False,9,4,4,6,3864,West,West
24,6,4,2,4,8,4,9,5,1,7,1,22,23,-1,-1,4,8,20,2,22,301,1,False,True,False,False,2,1,5,5,3963,West,West
23,6,4,2,5,8,4,9,5,1,7,1,20,22,-1,-1,5,8,18,2,20,300,1,False,False,False,False,12,4,6,4,4062,West,West
22,6,4,2,5,9,5,9,5,1,7,1,20,20,-1,-1,5,9,17,3,20,299,1,False,False,False,False,7,4,7,3,4161,West,West
21,6,4,2,6,9,5,9,5,1,7,1,18,19,-1,-1,6,9,15,3,18,298,1,False,True,False,False,2,1,8,2,4260,West,West
20,6,4,2,5,9,5,9,5,1,7,1,18,18,-1,-1,5,9,15,3,18,297,1,False,False,False,True,3,4,9,1,4359,West,West
20,7,4,2,5,10,5,9,5,1,7,1,18,17,-1,-1,5,9,15,2,17,296,1,False,False,False,False,2,5,9,12,4458,West,North
